name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
chennai,2023-06-16,38.9,30.3,34,47.9,39.2,42.6,25.4,62.8,0,0,0,0,,35.6,25.9,250.1,1003.6,36.2,6.4,303,26.2,10,75,2023-06-16 5:42:47,2023-06-16 18:36:19,0.93,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-17,36.1,29.9,32.2,43.7,36,39.9,25.3,67.8,2,100,4.17,0,,49.3,22.3,234.1,1004.3,73.7,5.5,180.2,15.5,8,75,2023-06-17 5:42:57,2023-06-17 18:36:34,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-18,30.5,26.7,29.3,40.7,29.7,36.3,26.1,83.2,12.823,100,8.33,0,,45.7,19.2,245,1004.2,90,3.9,93.4,8.1,7,10,2023-06-18 5:43:08,2023-06-18 18:36:49,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-19,27.5,25,26.1,31.8,25,26.9,24.6,91.5,134.447,100,29.17,0,,47.9,25.9,241.8,1004.2,98.9,3.3,128.1,11.1,5,5,2023-06-19 5:43:20,2023-06-19 18:37:03,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-20,32.5,25.6,29,41.4,25.6,34,25.3,80.9,37.944,100,8.33,0,,37.1,23.9,246.2,1003.3,91.6,5.1,221.5,19.1,8,60,2023-06-20 5:43:32,2023-06-20 18:37:17,0.07,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-21,32,26,29,42.3,26,35.3,25.9,83.5,3.802,100,12.5,0,,35.3,15.4,235.5,1004.5,90.8,5.4,78.7,6.8,3,30,2023-06-21 5:43:44,2023-06-21 18:37:30,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-22,34.5,27.5,30.2,44.2,31.5,37.7,26.1,79.4,26.847,100,4.17,0,,33.5,18.9,247.5,1004.6,74.8,5.3,194.2,17,9,60,2023-06-22 5:43:57,2023-06-22 18:37:43,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-23,34,28.3,30.5,43.8,33.8,38.8,26.5,79.3,0,0,0,0,,34.6,18.1,229.1,1004.8,65.1,5.6,202.5,17.5,7,60,2023-06-23 5:44:11,2023-06-23 18:37:55,0.17,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-24,35.1,26.8,30.7,45,30.2,38,25.7,75.8,7.456,100,8.33,0,,28.4,24.1,256.1,1004.7,68.8,5.5,202.7,17.5,7,60,2023-06-24 5:44:25,2023-06-24 18:38:07,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-25,34,29,31.1,43.5,34.2,38.9,25.9,74.3,0,0,0,0,,41.8,33.8,228.7,1005.1,68.2,6,201.7,17.4,7,60,2023-06-25 5:44:39,2023-06-25 18:38:18,0.23,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-26,35,28.6,31.4,44.9,34.2,39.1,25.6,72.3,0.3,100,4.17,0,,42.8,20.5,246.3,1005.7,65.3,6,212.5,18.3,8,60,2023-06-26 5:44:53,2023-06-26 18:38:29,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-27,35.3,28.9,31.4,43,34.7,38.6,25.3,71.2,0,0,0,0,,38.9,22.3,242.9,1006.1,55.6,5.8,252.2,21.8,9,60,2023-06-27 5:45:08,2023-06-27 18:38:39,0.3,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-28,35.3,29,31.3,42.3,32.5,37.9,24.8,69.4,0.055,100,4.17,0,,39.6,22.3,245.7,1007.2,51.8,6.7,267.7,23,10,60,2023-06-28 5:45:23,2023-06-28 18:38:48,0.33,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-29,36.7,27.5,31.7,44.2,31.1,39.1,25.3,70.3,0,0,0,0,,37.1,20.6,259.3,1007.6,55.1,6,218.2,18.9,10,60,2023-06-29 5:45:39,2023-06-29 18:38:57,0.36,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-06-30,36.7,27.8,30.9,44.8,30.2,37.3,24.6,69.5,1.274,100,8.33,0,,40.3,27.7,265.9,1007.2,62,6.4,283.6,24.6,10,75,2023-06-30 5:45:54,2023-06-30 18:39:05,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-01,35,29,31.3,44.9,34.2,38.5,25.4,71.7,0,0,0,0,,33.5,22.3,250.5,1006.9,68.6,5.6,221.7,19.1,9,60,2023-07-01 5:46:10,2023-07-01 18:39:13,0.43,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-02,30.7,28.3,29.2,38.6,32.7,35.5,25.6,80.7,0.355,100,4.17,0,,47.5,19.5,238,1007.7,78.9,4.8,102.3,8.9,6,60,2023-07-02 5:46:27,2023-07-02 18:39:19,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-03,31,26.5,28.9,38.6,26.5,34.7,25.6,82.9,2.555,100,8.33,0,,46.1,18.2,256.6,1007,90,5.1,41.3,3.5,2,30,2023-07-03 5:46:43,2023-07-03 18:39:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-04,32.8,27.3,29.4,39.6,30.8,35.3,25.1,78.1,0,0,0,0,,50.4,24.9,258.9,1005.4,83.8,6,35.2,3,2,10,2023-07-04 5:46:59,2023-07-04 18:39:31,0.53,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-05,32.1,26.6,29.5,37.4,26.6,33.9,23.8,72.1,0,0,0,0,,58,25.9,261.5,1004.5,83.1,5.5,70.2,6.2,6,10,2023-07-05 5:47:16,2023-07-05 18:39:35,0.56,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-06,32.5,26.9,29.6,38.1,29.4,34.2,23.6,70.6,0,0,0,0,,43.9,26.7,260.8,1006.6,75.3,6.3,146.7,12.7,8,10,2023-07-06 5:47:33,2023-07-06 18:39:39,0.6,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-07,34.7,27.3,30.2,40.2,30.1,35.4,24,70.1,0,0,0,0,,43.6,20.9,250.8,1008.7,64.7,6.4,202.8,17.7,9,30,2023-07-07 5:47:49,2023-07-07 18:39:42,0.63,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-08,33.6,27.8,30.3,40.1,32.2,36.1,24.6,72.2,0,0,0,0,,33.8,17.5,272.5,1009.2,66.4,6,144.7,12.4,8,30,2023-07-08 5:48:06,2023-07-08 18:39:44,0.67,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-07-09,35.1,26.8,30.1,41.8,29.9,35.8,24.7,73.5,18.116,100,8.33,0,,37.1,17.1,262.3,1008.2,72.8,5.2,218.3,18.9,8,60,2023-07-09 5:48:23,2023-07-09 18:39:45,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-10,32.7,27.2,29,40.6,30.9,34.9,25.3,81,5.134,100,8.33,0,,49.7,17.8,268.8,1008.2,83.2,4.9,39.9,3.4,2,30,2023-07-10 5:48:40,2023-07-10 18:39:46,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-07-11,32.6,26,29.2,40.2,26,35.2,25.4,80,0.137,100,4.17,0,,49.7,17.8,266.3,1007.3,85.8,5.1,108,9.1,7,30,2023-07-11 5:48:57,2023-07-11 18:39:45,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-12,33,27,29.6,40.6,29.6,35.7,25,76.9,0,0,0,0,,37.1,22.3,245.7,1006.5,86.1,5.6,161,13.9,9,30,2023-07-12 5:49:14,2023-07-12 18:39:44,0.81,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-13,34.1,24.7,29,42.3,24.7,34.2,25.1,80.3,26.451,100,12.5,0,,46.8,20.9,239.1,1007.4,75.1,5.1,191.5,16.4,7,60,2023-07-13 5:49:30,2023-07-13 18:39:42,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-14,33.6,27.1,29.9,41.6,30.8,36.7,25.7,78.6,5.079,100,4.17,0,,39.6,20.6,237.1,1008.3,65.6,6,245.5,21.2,9,60,2023-07-14 5:49:47,2023-07-14 18:39:39,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-15,34.7,28.9,31,42.6,34.3,38.5,25.6,74.4,0,0,0,0,,37.8,21.7,258,1008.5,42.9,7.4,240.1,21,8,75,2023-07-15 5:50:04,2023-07-15 18:39:35,0.91,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-16,33.1,29.4,30.4,40.6,33.7,37.4,25.5,75.2,0,0,0,0,,32,20.6,253.5,1004.9,80.3,5.5,157,13.6,6,75,2023-07-16 5:50:20,2023-07-16 18:39:31,0.95,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-17,35,28.2,31.1,43.3,33.5,38.2,25.4,72.5,0,0,0,0,,34.9,63.2,257.1,1007,66.7,5.6,217.5,18.8,8,60,2023-07-17 5:50:36,2023-07-17 18:39:25,0.98,Partially cloudy,Partly cloudy throughout the day.,3,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-18,35.5,29.2,31.7,42,33.4,37.8,24.3,65.4,0,0,0,0,,42.1,27.7,256.2,1006.1,65.2,5.9,287.5,24.7,9,60,2023-07-18 5:50:53,2023-07-18 18:39:18,0,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-19,35.2,29,31.6,41.9,32,36.7,23.3,61.7,0.173,100,4.17,0,,48.2,24.5,266.7,1005,67,6.1,181.1,15.7,9,30,2023-07-19 5:51:09,2023-07-19 18:39:11,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-20,35,28.4,31.3,43.3,31.8,36.2,23.3,63.1,0,0,0,0,,47.9,20.5,264.7,1004.4,78.2,5.8,139.5,12,8,30,2023-07-20 5:51:24,2023-07-20 18:39:03,0.08,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-21,34.9,29,31.5,41.5,32,36.2,23,61,0,0,0,0,,46.1,22.1,277.9,1005.8,82.9,5.7,168.7,14.4,9,10,2023-07-21 5:51:40,2023-07-21 18:38:54,0.12,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-22,34,26.1,30.2,40,26.1,34.4,23.4,67.7,4.451,100,8.33,0,,44.6,20,281.7,1008.2,89.9,5.7,120.1,10.2,6,10,2023-07-22 5:51:55,2023-07-22 18:38:44,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-23,31,26.7,28.5,39.1,26.7,33.8,25.4,83.3,4.609,100,12.5,0,,43.6,20.3,250.8,992.8,90.7,4.9,32.3,2.9,2,10,2023-07-23 5:52:10,2023-07-23 18:38:33,0.18,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-24,31,25.5,28.5,39,25.5,33.2,24.7,80.2,8.293,100,8.33,0,,46.4,22.3,248.3,1006.2,91,4.8,28.3,2.4,1,10,2023-07-24 5:52:25,2023-07-24 18:38:21,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-25,31.1,25.5,27.6,39.3,25.5,31.2,24.9,85.5,16.447,100,16.67,0,,53.3,16.6,256.3,1006.4,91.9,4.8,29.6,2.5,2,10,2023-07-25 5:52:40,2023-07-25 18:38:08,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-26,32.1,25.6,28.6,40.8,25.6,32.9,24.6,79.5,0.218,100,4.17,0,,48.6,18.4,245.9,1006.9,90.9,5.3,31.6,2.7,1,10,2023-07-26 5:52:54,2023-07-26 18:37:54,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-27,33.3,27.8,30,38.1,30.4,34.8,23.6,69.1,0.073,100,4.17,0,,44.6,22,259.1,1008.3,66.3,5.6,270.8,23.3,10,10,2023-07-27 5:53:08,2023-07-27 18:37:40,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-28,36,27.9,31.5,44.7,31.1,37.4,24.2,66,0,0,0,0,,42.8,23.5,275.1,1008.5,46.4,6.2,214.6,18.6,10,30,2023-07-28 5:53:22,2023-07-28 18:37:24,0.35,Partially cloudy,Becoming cloudy in the afternoon.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-29,35.4,28.3,31.9,41.9,31.7,37.1,23.5,61.6,0,0,0,0,,46.4,22.3,269.4,1006.2,67.7,5.9,271.4,23.6,9,30,2023-07-29 5:53:36,2023-07-29 18:37:08,0.38,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-30,37,29,32,44.5,32,37.9,23.9,63,0,0,0,0,,46.1,27.7,274.8,1002.3,56.2,6.6,293,25.4,10,30,2023-07-30 5:53:49,2023-07-30 18:36:51,0.42,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-07-31,36.2,28.2,31.3,44.5,32.7,38,25,70.5,2.11,100,8.33,0,,44.3,22.3,253.6,1005.1,73.9,5.8,178,15.5,8,30,2023-07-31 5:54:01,2023-07-31 18:36:32,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-01,36,29,32.3,43.2,33.4,38.5,24.2,63.5,0,0,0,0,,42.5,22.3,261.8,1005.8,54.8,5.8,247.9,21.5,8,30,2023-08-01 5:54:14,2023-08-01 18:36:13,0.48,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-02,37,29.3,32.8,43.2,32.1,37.1,22.2,54.2,0,0,0,0,,43.2,25.9,261.3,1006.5,63.4,6.3,250,21.5,9,30,2023-08-02 5:54:26,2023-08-02 18:35:54,0.5,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-03,37,29,32.2,43.6,32,37.7,23.5,61,2,100,4.17,0,,48.6,22.3,262.8,1007,46.7,6.4,212.1,18.1,10,30,2023-08-03 5:54:38,2023-08-03 18:35:33,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-04,37,28.7,31.4,44.5,33.6,38.2,25.1,70.8,0.6,100,4.17,0,,38.2,18.5,229.6,1008.6,58.8,6.2,244.8,21.2,9,30,2023-08-04 5:54:49,2023-08-04 18:35:11,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-05,36.3,29,31.4,42.9,34,37.9,24.7,68.6,0,0,0,0,,38.2,18.5,231,1009.8,58.6,6,264.6,22.9,9,60,2023-08-05 5:55:00,2023-08-05 18:34:49,0.62,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-06,36.3,29,31.8,44,34.7,39.4,25.5,70.4,0,0,0,0,,31,15.3,204.3,1008.7,48.2,6,184.6,15.8,9,60,2023-08-06 5:55:11,2023-08-06 18:34:26,0.65,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-07,34.9,28.9,31.3,42.1,33.7,38.4,25.2,70.7,0.1,100,4.17,0,,28.4,22.3,194.2,1007.6,49.4,5.8,231.8,20.1,8,60,2023-08-07 5:55:21,2023-08-07 18:34:02,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-08,34.3,28.9,31.1,42.2,34.5,38.8,25.8,73.8,0,0,0,0,,36.7,14.8,183.1,1007.9,57.5,5.5,249.3,21.7,8,60,2023-08-08 5:55:31,2023-08-08 18:33:37,0.75,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-09,35.1,28.3,30.9,43.5,32.6,37.9,25.4,73.4,0.1,100,4.17,0,,27.4,16.4,186.2,1009.5,52.1,5.7,243.1,21.1,9,30,2023-08-09 5:55:40,2023-08-09 18:33:11,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-10,34.8,25.8,28.9,45,25.8,33.7,24.7,78.6,20.037,100,8.33,0,,38.9,22.5,234,1009.8,70,5.1,170.6,14.7,9,30,2023-08-10 5:55:49,2023-08-10 18:32:45,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-11,32.5,26.3,29.3,40.6,26.3,34.5,25,78.1,0,0,0,0,,28.4,12.5,201.3,1009.4,65.2,5.7,257,22.1,9,30,2023-08-11 5:55:58,2023-08-11 18:32:17,0.82,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-12,36,26.7,29.2,46.3,26.7,34.7,25.4,81,0.767,100,8.33,0,,35.3,18.4,234.1,1008.1,83.7,5.4,240,20.7,10,60,2023-08-12 5:56:07,2023-08-12 18:31:49,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-13,35.2,26.6,29.8,45.5,26.6,36.2,25.7,79.4,0.826,100,8.33,0,,33.5,14.8,243.1,1007.4,53.1,5.3,180.5,15.6,9,60,2023-08-13 5:56:15,2023-08-13 18:31:21,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-14,33.1,23.4,27.4,42.9,23.4,31.3,25,87.1,99.857,100,20.83,0,,29.2,20,206.5,1009.1,84.8,4.3,201.1,17.2,8,60,2023-08-14 5:56:22,2023-08-14 18:30:51,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-15,33.7,25.9,29.5,44.9,25.9,36.7,26.4,84.1,3.628,100,4.17,0,,35.3,14,196.3,1009,60.9,5.5,230.6,19.9,8,60,2023-08-15 5:56:30,2023-08-15 18:30:21,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-16,33.7,25.7,29.9,44.9,25.7,36.3,25.6,78.7,52.517,100,8.33,0,,40.3,15.3,201.8,1009,60.1,5.2,266.4,23,10,60,2023-08-16 5:56:37,2023-08-16 18:29:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-17,36.1,25.3,29.8,44.9,25.3,35.3,25.4,78.9,40.177,100,8.33,0,,40,24.1,257.6,1007.7,71.8,4.6,164.2,14.2,7,60,2023-08-17 5:56:43,2023-08-17 18:29:19,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-18,35.6,26,30.2,44.1,26,35.8,25.1,75.8,19.591,100,4.17,0,,37.1,22.3,221.1,1005.9,74.1,5.4,220.5,19,8,30,2023-08-18 5:56:49,2023-08-18 18:28:47,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-19,34.1,26.9,30.4,42.1,30.5,36.4,24.9,73.3,3.71,100,4.17,0,,35.3,22.3,240.7,1005.6,60.7,5.8,212.6,18.3,10,60,2023-08-19 5:56:55,2023-08-19 18:28:14,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-20,35,27.1,30.3,43.3,30.7,36.6,25.2,74.9,3.628,100,4.17,0,,34.2,16.8,224.9,1006.9,59.2,6.3,230.3,19.7,10,60,2023-08-20 5:57:01,2023-08-20 18:27:40,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-21,33.5,28.4,30.5,43.8,33.9,38.4,26.1,77.8,0,0,0,0,,38.9,16.8,200.1,1006.7,36.9,6.2,244.9,21,9,60,2023-08-21 5:57:06,2023-08-21 18:27:06,0.17,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-08-22,33.2,27.5,30,45,32.2,38.5,26.7,82.8,3.267,100,8.33,0,,28.4,16,203.2,1007.3,52.7,5.2,224.2,19.1,9,60,2023-08-22 5:57:11,2023-08-22 18:26:32,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-23,33.7,25,29.7,44.9,25,37,26,80.7,54.939,100,8.33,0,,41.4,24.1,222.9,1007.3,60.8,4.9,239.5,20.7,8,60,2023-08-23 5:57:15,2023-08-23 18:25:56,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-24,34,25.7,29.8,45.3,25.7,37,25.9,79.9,84.846,100,12.5,0,,37.1,72.7,202,1004.3,66.9,5.1,273.1,23.5,9,60,2023-08-24 5:57:19,2023-08-24 18:25:21,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-25,35,27.4,30.7,46.7,31.7,38.4,26.1,77.4,0,0,0,0,,42.5,18.4,204,1005.9,40.2,6,250,21.5,9,75,2023-08-25 5:57:23,2023-08-25 18:24:44,0.3,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,43278099999"
chennai,2023-08-26,33.8,27.9,30.2,44.6,32.7,38.3,26.4,80.3,0,0,0,0,,43.6,20,219.4,1007.7,51.9,5.9,209.4,18.1,8,60,2023-08-26 5:57:27,2023-08-26 18:24:07,0.34,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-27,32.1,25.8,29.2,41.6,25.8,36,25.9,82.9,16.335,100,4.17,0,,27.4,17.5,248.3,1008.5,84.4,4.9,134.5,11.6,4,30,2023-08-27 5:57:30,2023-08-27 18:23:30,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1,"VOMM,43279099999,AUCE,43278099999,AUKJ"
chennai,2023-08-28,35,27.8,30.2,44.9,31.7,37.6,26,78.8,0,0,0,0,,39.6,24.2,240.4,1007.3,59,6,99.2,8.7,4,60,2023-08-28 5:57:33,2023-08-28 18:22:52,0.4,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-29,32.4,25.2,28.9,42.9,25.2,35.2,25.8,83.8,45.865,100,4.17,0,,41.8,18.2,294.4,1007.3,72.1,5.7,201,17.4,8,75,2023-08-29 5:57:36,2023-08-29 18:22:14,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-30,33.9,27.3,29.9,43.8,30.4,36.1,25,75.5,0,0,0,0,,25.2,22.8,269.4,1007.7,39.8,5.9,253.1,21.9,10,60,2023-08-30 5:57:39,2023-08-30 18:21:35,0.47,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-08-31,33.5,26.6,29.6,45.2,26.6,35.3,24.7,75.5,0.145,100,4.17,0,,27.7,20.6,244,1008.8,54.4,5.8,180,15.6,8,60,2023-08-31 5:57:41,2023-08-31 18:20:56,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-09-01,33.2,27.4,29.9,42,31.1,36.4,25.4,77.4,0,0,0,0,,35.6,20.9,215.6,1008.5,34.1,6.6,304.2,26.2,10,60,2023-09-01 5:57:43,2023-09-01 18:20:16,0.54,Partially cloudy,Partly cloudy throughout the day.,0,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-09-02,35,27.3,30,46.7,30.7,37.4,26,79.7,5.245,100,4.17,0,,51.1,22,220,1007.4,65.1,5.4,268.3,23.1,10,60,2023-09-02 5:57:45,2023-09-02 18:19:37,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-09-03,34.6,25.7,29.1,42.4,25.7,34.2,25,79.1,10.726,100,8.33,0,,28.4,22.3,246.5,991,70.9,4.8,217.8,18.9,9,30,2023-09-03 5:57:46,2023-09-03 18:18:56,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,1,"VOMM,43279099999,AUCE,43278099999"
chennai,2023-09-04,31,26.2,28.4,39.1,26.2,32.9,24.9,82.2,0.1,100,4.17,0,,41.8,18.1,248.2,1004.1,89.7,5.4,194.8,16.9,8,30,2023-09-04 5:57:48,2023-09-04 18:18:16,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,1,"VOMM,43279099999,AUCE,43278099999,AUKJ"
